pid	track	assay	arm	level	usable	depth_reads	depth_log2	read_length	run_type_pe	dedup_on	mapq_thresh	has_control	control_fraction	ratio_k	ctl_identity	control_reads	control_depth_log2	extsize_k	fraglen_bp	src_depth	src_read_length	src_run_type	src_dedup	src_mapq	src_control_fraction	src_ratio_k	src_ctl_identity	src_control_depth	src_extsize_k	src_fraglen
C12M02__mapq__0	C12M02	DNase-seq	mapq	0	0	50000000	25.575424759098897	76	0	1	0	0	0.0	0.0	none	0	0.0	1.0	150	manifest:depth	manifest:read_length	manifest:run_type	atac.wdl v2.2.3 default L183 no_dup_removal = false (picard)	manifest:knob_value (atac.mapq_thresh); multimapping = 4 (atac.wdl v2.2.3 L181) voided the cut on the t112 mapq arms (t119)	none: no control	none: no control	none: no control	none: no control	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C12M02__mapq__10	C12M02	DNase-seq	mapq	10	0	50000000	25.575424759098897	76	0	1	10	0	0.0	0.0	none	0	0.0	1.0	150	manifest:depth	manifest:read_length	manifest:run_type	atac.wdl v2.2.3 default L183 no_dup_removal = false (picard)	manifest:knob_value (atac.mapq_thresh); multimapping = 4 (atac.wdl v2.2.3 L181) voided the cut on the t112 mapq arms (t119)	none: no control	none: no control	none: no control	none: no control	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C12M02__pe__pe	C12M02	DNase-seq	pe	pe	1	50000000	25.575424759098897	76	1	1	30	0	0.0	0.0	none	0	0.0	1.0	150	manifest:depth	manifest:read_length	manifest:run_type	atac.wdl v2.2.3 default L183 no_dup_removal = false (picard)	atac.wdl v2.2.3 default L184 mapq_thresh = 30; multimapping = 4 (atac.wdl v2.2.3 L181) voided the cut on the t112 mapq arms (t119)	none: no control	none: no control	none: no control	none: no control	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C19M16__abproxy__f0.5	C19M16	H3K27ac	abproxy	f0.5	1	30000000	24.838459164932694	101	0	1	30	1	0.5	1.0	matched	107039349	26.673566005925892	1.0	180	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	manifest:knob_value (control_read_fraction)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C19M16__abproxy__f0.9	C19M16	H3K27ac	abproxy	f0.9	1	30000000	24.838459164932694	101	0	1	30	1	0.9	1.0	matched	107039349	26.673566005925892	1.0	180	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	manifest:knob_value (control_read_fraction)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C19M16__base__base	C19M16	H3K27ac	base	base	1	30000000	24.838459164932694	101	0	1	30	1	0.0	1.0	matched	107039349	26.673566005925892	1.0	180	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C19M16__crop__36	C19M16	H3K27ac	crop	36	1	30000000	24.838459164932694	36	0	1	30	1	0.0	1.0	matched	97649047	26.541102628496844	1.0	180	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C19M16__crop__50	C19M16	H3K27ac	crop	50	1	30000000	24.838459164932694	50	0	1	30	1	0.0	1.0	matched	104250742	26.635482411122897	1.0	180	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C19M16__ctldepth__q0.25	C19M16	H3K27ac	ctldepth	q0.25	1	30000000	24.838459164932694	101	0	1	30	1	0.0	1.0	matched	26759837	24.673565992447717	1.0	180	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C19M16__ctldepth__q0.5	C19M16	H3K27ac	ctldepth	q0.5	1	30000000	24.838459164932694	101	0	1	30	1	0.0	1.0	matched	53519675	25.673566019404067	1.0	180	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C19M16__ctlid__none	C19M16	H3K27ac	ctlid	none	1	30000000	24.838459164932694	101	0	1	30	0	0.0	0.0	none	0	0.0	1.0	180	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	none: no control	none: no control	none: no control	none: no control	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C19M16__ctlid__other	C19M16	H3K27ac	ctlid	other	1	30000000	24.838459164932694	101	0	1	30	1	0.0	1.0	other	150302589	27.16329461935312	1.0	180	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C19M16__dedup__off	C19M16	H3K27ac	dedup	off	1	30000000	24.838459164932694	101	0	0	30	1	0.0	1.0	matched	126314836	26.912448856392302	1.0	180	manifest:depth	manifest:read_length	manifest:run_type	manifest:knob_value (chip.no_dup_removal)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C19M16__depth__15M	C19M16	H3K27ac	depth	15M	1	15000000	23.838459164932694	101	0	1	30	1	0.0	1.0	matched	107039349	26.673566005925892	1.0	180	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C19M16__depth__3.75M	C19M16	H3K27ac	depth	3.75M	1	3750000	21.838459164932694	101	0	1	30	1	0.0	1.0	matched	107039349	26.673566005925892	1.0	180	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C19M16__depth__7.5M	C19M16	H3K27ac	depth	7.5M	1	7500000	22.838459164932694	101	0	1	30	1	0.0	1.0	matched	107039349	26.673566005925892	1.0	180	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C19M16__extsize__k0.5	C19M16	H3K27ac	extsize	k0.5	1	30000000	24.838459164932694	101	0	1	30	1	0.0	1.0	matched	107039349	26.673566005925892	0.5	90	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	manifest:level (fraglen = k x base fraglen)	manifest:fraglen
C19M16__extsize__k2	C19M16	H3K27ac	extsize	k2	1	30000000	24.838459164932694	101	0	1	30	1	0.0	1.0	matched	107039349	26.673566005925892	2.0	360	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	manifest:level (fraglen = k x base fraglen)	manifest:fraglen
C19M16__mapq__0	C19M16	H3K27ac	mapq	0	1	30000000	24.838459164932694	101	0	1	0	1	0.0	1.0	matched	117351389	26.80625967715557	1.0	210	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	manifest:knob_value (chip.mapq_thresh)	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C19M16__mapq__10	C19M16	H3K27ac	mapq	10	1	30000000	24.838459164932694	101	0	1	10	1	0.0	1.0	matched	109732930	26.709421291390598	1.0	190	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	manifest:knob_value (chip.mapq_thresh)	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C19M16__pe__pe	C19M16	H3K27ac	pe	pe	1	30000000	24.838459164932694	101	1	1	30	1	0.0	1.0	matched	104984314	26.645598545990854	1.0	185	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C19M16__ratio__k0.5	C19M16	H3K27ac	ratio	k0.5	1	30000000	24.838459164932694	101	0	1	30	1	0.0	0.5	matched	107039349	26.673566005925892	1.0	180	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k from manifest:level)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C19M16__ratio__k2	C19M16	H3K27ac	ratio	k2	1	30000000	24.838459164932694	101	0	1	30	1	0.0	2.0	matched	107039349	26.673566005925892	1.0	180	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k from manifest:level)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C19M22__abproxy__f0.5	C19M22	H3K4me3	abproxy	f0.5	1	30000000	24.838459164932694	101	0	1	30	1	0.5	1.0	matched	107039349	26.673566005925892	1.0	205	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	manifest:knob_value (control_read_fraction)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C19M22__abproxy__f0.9	C19M22	H3K4me3	abproxy	f0.9	1	30000000	24.838459164932694	101	0	1	30	1	0.9	1.0	matched	107039349	26.673566005925892	1.0	205	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	manifest:knob_value (control_read_fraction)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C19M22__base__base	C19M22	H3K4me3	base	base	1	30000000	24.838459164932694	101	0	1	30	1	0.0	1.0	matched	107039349	26.673566005925892	1.0	205	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C19M22__crop__36	C19M22	H3K4me3	crop	36	1	30000000	24.838459164932694	36	0	1	30	1	0.0	1.0	matched	97649047	26.541102628496844	1.0	205	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C19M22__crop__50	C19M22	H3K4me3	crop	50	1	30000000	24.838459164932694	50	0	1	30	1	0.0	1.0	matched	104250742	26.635482411122897	1.0	205	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C19M22__ctldepth__q0.25	C19M22	H3K4me3	ctldepth	q0.25	1	30000000	24.838459164932694	101	0	1	30	1	0.0	1.0	matched	26759837	24.673565992447717	1.0	205	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C19M22__ctldepth__q0.5	C19M22	H3K4me3	ctldepth	q0.5	1	30000000	24.838459164932694	101	0	1	30	1	0.0	1.0	matched	53519675	25.673566019404067	1.0	205	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C19M22__ctlid__none	C19M22	H3K4me3	ctlid	none	1	30000000	24.838459164932694	101	0	1	30	0	0.0	0.0	none	0	0.0	1.0	205	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	none: no control	none: no control	none: no control	none: no control	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C19M22__ctlid__other	C19M22	H3K4me3	ctlid	other	1	30000000	24.838459164932694	101	0	1	30	1	0.0	1.0	other	150302589	27.16329461935312	1.0	205	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C19M22__dedup__off	C19M22	H3K4me3	dedup	off	1	30000000	24.838459164932694	101	0	0	30	1	0.0	1.0	matched	126314836	26.912448856392302	1.0	205	manifest:depth	manifest:read_length	manifest:run_type	manifest:knob_value (chip.no_dup_removal)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C19M22__depth__15M	C19M22	H3K4me3	depth	15M	1	15000000	23.838459164932694	101	0	1	30	1	0.0	1.0	matched	107039349	26.673566005925892	1.0	205	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C19M22__depth__3.75M	C19M22	H3K4me3	depth	3.75M	1	3750000	21.838459164932694	101	0	1	30	1	0.0	1.0	matched	107039349	26.673566005925892	1.0	205	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C19M22__depth__7.5M	C19M22	H3K4me3	depth	7.5M	1	7500000	22.838459164932694	101	0	1	30	1	0.0	1.0	matched	107039349	26.673566005925892	1.0	205	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C19M22__extsize__k0.5	C19M22	H3K4me3	extsize	k0.5	1	30000000	24.838459164932694	101	0	1	30	1	0.0	1.0	matched	107039349	26.673566005925892	0.5	103	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	manifest:level (fraglen = k x base fraglen)	manifest:fraglen
C19M22__extsize__k2	C19M22	H3K4me3	extsize	k2	1	30000000	24.838459164932694	101	0	1	30	1	0.0	1.0	matched	107039349	26.673566005925892	2.0	410	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	manifest:level (fraglen = k x base fraglen)	manifest:fraglen
C19M22__mapq__0	C19M22	H3K4me3	mapq	0	1	30000000	24.838459164932694	101	0	1	0	1	0.0	1.0	matched	117351389	26.80625967715557	1.0	205	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	manifest:knob_value (chip.mapq_thresh)	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C19M22__mapq__10	C19M22	H3K4me3	mapq	10	1	30000000	24.838459164932694	101	0	1	10	1	0.0	1.0	matched	109732930	26.709421291390598	1.0	210	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	manifest:knob_value (chip.mapq_thresh)	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C19M22__pe__pe	C19M22	H3K4me3	pe	pe	1	30000000	24.838459164932694	101	1	1	30	1	0.0	1.0	matched	104984314	26.645598545990854	1.0	205	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C19M22__ratio__k0.5	C19M22	H3K4me3	ratio	k0.5	1	30000000	24.838459164932694	101	0	1	30	1	0.0	0.5	matched	107039349	26.673566005925892	1.0	205	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k from manifest:level)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C19M22__ratio__k2	C19M22	H3K4me3	ratio	k2	1	30000000	24.838459164932694	101	0	1	30	1	0.0	2.0	matched	107039349	26.673566005925892	1.0	205	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k from manifest:level)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C40M17__abproxy__f0.5	C40M17	H3K27me3	abproxy	f0.5	1	30000000	24.838459164932694	101	0	1	30	1	0.5	1.0	matched	150302589	27.16329461935312	1.0	200	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	manifest:knob_value (control_read_fraction)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C40M17__abproxy__f0.9	C40M17	H3K27me3	abproxy	f0.9	1	30000000	24.838459164932694	101	0	1	30	1	0.9	1.0	matched	150302589	27.16329461935312	1.0	200	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	manifest:knob_value (control_read_fraction)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C40M17__base__base	C40M17	H3K27me3	base	base	1	30000000	24.838459164932694	101	0	1	30	1	0.0	1.0	matched	150302589	27.16329461935312	1.0	200	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C40M17__crop__36	C40M17	H3K27me3	crop	36	1	30000000	24.838459164932694	36	0	1	30	1	0.0	1.0	matched	135103967	27.00949479562188	1.0	200	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C40M17__crop__50	C40M17	H3K27me3	crop	50	1	30000000	24.838459164932694	50	0	1	30	1	0.0	1.0	matched	143955152	27.101044181427433	1.0	200	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
